timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659979410821,153,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1214,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,153,0,115
1659979410869,185,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1215,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,185,0,142
1659979410917,186,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1216,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,186,0,144
1659979410974,186,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1217,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,185,0,142
1659979411021,176,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1218,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,176,0,133
1659979411069,180,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1219,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,180,0,137
1659979411117,165,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1220,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,165,0,122
1659979411173,161,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1221,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,161,0,122
1659979411221,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1222,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,183,0,139
1659979411269,169,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1223,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,169,0,129
1659979411318,167,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1224,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,167,0,126
1659979411374,189,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1225,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,189,0,143
1659979411421,184,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1226,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,184,0,142
